StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1106372,16,20002553,2,2024,Jaden McDaniels,MIN,PF,1,1,17.50,19,18,2.00,8.00,25.0,1.00,5.00,20.0,1.00,3.00,33.3,4.00,4.00,100,1.00,4.00,5.00,1.00,0.00,1.00,1.00,3.00,9.00,18.50,18.75,8.00,0.00,0.00
1106373,16,20002562,2,2024,Vit Krejci,MIN,SG,0,1,7.90,7,24,1.00,1.00,100,0.00,0.00,0,1.00,1.00,100,1.00,2.00,50.0,0.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,4.00,7.90,8.50,-3.00,0.00,0.00
1106374,25,20002677,2,2024,Greg Brown III,DAL,PF,0,2,15.40,19,39,2.00,8.00,25.0,2.00,7.00,28.6,0.00,1.00,0,0.00,1.00,0,2.00,5.00,7.00,0.00,0.00,2.00,1.00,5.00,4.00,17.40,16.25,-8.00,0.00,0.00
1106375,25,20002682,2,2024,Joe Wieskamp,DAL,SG,0,2,5.00,8,43,1.00,1.00,100,0.00,0.00,0,1.00,1.00,100,0.00,0.00,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,6.00,5.50,3.00,0.00,0.00
1106376,16,20002684,2,2024,Luka Garza,MIN,C,0,4,67.40,43,6,15.00,30.00,50.0,13.00,23.00,56.5,2.00,7.00,28.6,4.00,5.00,80.0,9.00,8.00,17.00,4.00,2.00,1.00,1.00,4.00,36.00,70.40,69.75,-2.00,0.00,0.00
1106377,25,20002725,2,2024,A.J. Lawson,DAL,SG,0,3,33.40,31,59,5.00,15.00,33.3,3.00,9.00,33.3,2.00,6.00,33.3,2.00,5.00,40.0,3.00,9.00,12.00,0.00,2.00,1.00,1.00,0.00,14.00,36.40,35.50,0.00,0.00,0.00
1106378,16,20002766,2,2024,Daishen Nix,MIN,PG,0,3,9.30,17,39,1.00,3.00,33.3,0.00,1.00,0,1.00,2.00,50.0,2.00,2.00,100,1.00,3.00,4.00,3.00,0.00,0.00,5.00,2.00,5.00,9.30,12.50,-5.00,0.00,0.00
1106379,16,20002844,2,2024,Matt Ryan,MIN,SF,0,3,13.30,25,31,2.00,12.00,16.7,0.00,4.00,0,2.00,8.00,25.0,0.00,0.00,0,1.00,3.00,4.00,3.00,0.00,0.00,2.00,5.00,6.00,13.30,15.50,-9.00,0.00,0.00
1106380,16,20002890,2,2024,Trevor Keels,MIN,SG,0,2,3.70,10,29,0.00,3.00,0,0.00,2.00,0,0.00,1.00,0,2.00,2.00,100,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,2.00,3.70,4.25,-13.00,0.00,0.00
1106381,25,20002891,2,2024,Jaden Hardy,DAL,SG,1,2,49.30,42,34,13.00,31.00,41.9,8.00,17.00,47.1,5.00,14.00,35.7,4.00,8.00,50.0,2.00,7.00,9.00,5.00,2.00,0.00,8.00,4.00,35.00,51.30,56.25,-1.00,0.00,0.00
1106382,16,20002895,2,2024,Wendell Moore Jr.,MIN,SG,0,4,36.00,51,56,5.00,17.00,29.4,4.00,10.00,40.0,1.00,7.00,14.3,2.00,3.00,66.7,0.00,5.00,5.00,8.00,3.00,1.00,3.00,2.00,13.00,40.00,38.25,6.00,0.00,0.00
1106383,16,20002912,2,2024,Leonard Miller,MIN,PF,0,4,33.30,40,51,7.00,17.00,41.2,4.00,11.00,36.4,3.00,6.00,50.0,0.00,0.00,0,1.00,8.00,9.00,1.00,2.00,4.00,8.00,5.00,17.00,39.30,39.25,-6.00,0.00,0.00
1106384,16,20002913,2,2024,Josh Minott,MIN,PF,0,4,36.80,48,45,6.00,14.00,42.9,6.00,11.00,54.5,0.00,3.00,0,3.00,4.00,75.0,4.00,5.00,9.00,8.00,0.00,1.00,3.00,6.00,15.00,37.80,38.75,-11.00,0.00,0.00
1106385,16,20002930,2,2024,Tyrese Martin,MIN,SG,0,2,16.00,10,50,3.00,6.00,50.0,2.00,4.00,50.0,1.00,2.00,50.0,0.00,0.00,0,3.00,2.00,5.00,2.00,0.00,0.00,0.00,2.00,7.00,16.00,16.75,2.00,0.00,0.00
1106386,25,20003055,2,2024,Dereck Lively II,DAL,C,3,3,46.80,61,21,8.00,11.00,72.7,8.00,11.00,72.7,0.00,0.00,0,2.00,2.00,100,4.00,10.00,14.00,2.00,1.00,5.00,3.00,9.00,18.00,52.80,49.00,-17.00,0.00,0.00
1106387,25,20003067,2,2024,Olivier-Maxence Prosper,DAL,PF,1,3,27.90,51,24,4.00,18.00,22.2,3.00,9.00,33.3,1.00,9.00,11.1,4.00,6.00,66.7,6.00,6.00,12.00,1.00,0.00,0.00,1.00,3.00,13.00,27.90,29.50,-30.00,0.00,0.00
1106388,16,20003086,2,2024,Jaylen Clark,MIN,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1106389,25,20003093,2,2024,Mike Miles Jr.,DAL,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1106390,25,20003122,2,2024,Jordan Walker,DAL,PG,0,2,21.70,19,50,5.00,11.00,45.5,2.00,3.00,66.7,3.00,8.00,37.5,1.00,2.00,50.0,1.00,0.00,1.00,5.00,1.00,0.00,3.00,2.00,14.00,22.70,24.75,7.00,0.00,0.00
1106391,25,20003153,2,2024,Dexter Dennis,DAL,SG,0,3,24.80,30,45,4.00,13.00,30.8,1.00,6.00,16.7,3.00,7.00,42.9,1.00,2.00,50.0,1.00,3.00,4.00,0.00,2.00,2.00,0.00,1.00,12.00,28.80,26.50,1.00,0.00,0.00
1106832,27,20000468,2,2024,Anthony Davis,LAL,C,5,5,143.40,90,29,23.00,43.00,53.5,17.00,30.00,56.7,6.00,13.00,46.2,20.00,25.00,80.0,1.00,26.00,27.00,10.00,3.00,11.00,4.00,10.00,72.00,157.40,149.75,27.00,0.00,0.00
1106833,26,20000482,2,2024,Draymond Green,GS,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1106834,26,20000485,2,2024,Stephen Curry,GS,PG,4,4,108.60,85,5,20.00,43.00,46.5,7.00,16.00,43.8,13.00,27.00,48.1,14.00,15.00,93.3,1.00,12.00,13.00,12.00,6.00,3.00,10.00,3.00,67.00,117.60,120.75,-13.00,0.00,0.00
1106835,26,20000486,2,2024,Klay Thompson,GS,SG,5,5,72.00,102,4,14.00,50.00,28.0,6.00,24.00,25.0,8.00,26.00,30.8,8.00,10.00,80.0,1.00,19.00,20.00,6.00,0.00,1.00,7.00,5.00,44.00,73.00,80.50,-8.00,0.00,0.00
1106836,27,20000571,2,2024,LeBron James,LAL,SF,3,3,71.70,56,29,13.00,28.00,46.4,8.00,16.00,50.0,5.00,12.00,41.7,10.00,15.00,66.7,0.00,11.00,11.00,13.00,1.00,1.00,6.00,4.00,41.00,73.70,77.75,-5.00,0.00,0.00
1106837,26,20000655,2,2024,Cory Joseph,GS,PG,0,2,32.00,29,44,3.00,6.00,50.0,2.00,4.00,50.0,1.00,2.00,50.0,2.00,2.00,100,0.00,5.00,5.00,8.00,2.00,1.00,1.00,2.00,9.00,35.00,33.25,3.00,0.00,0.00
1106838,26,20000664,2,2024,Chris Paul,GS,PG,3,4,75.70,80,37,10.00,21.00,47.6,4.00,12.00,33.3,6.00,9.00,66.7,4.00,4.00,100,2.00,14.00,16.00,23.00,2.00,0.00,12.00,9.00,30.00,77.70,85.50,-4.00,0.00,0.00
1106839,26,20000795,2,2024,Andrew Wiggins,GS,SF,5,5,83.40,104,36,21.00,46.00,45.7,14.00,26.00,53.8,7.00,20.00,35.0,7.00,13.00,53.8,4.00,8.00,12.00,6.00,2.00,2.00,4.00,12.00,56.00,87.40,89.50,-15.00,0.00,0.00
1106840,26,20000860,2,2024,Rudy Gay,GS,SF,0,2,14.90,14,35,2.00,6.00,33.3,2.00,2.00,100,0.00,4.00,0,0.00,1.00,0,1.00,6.00,7.00,1.00,1.00,0.00,1.00,5.00,4.00,15.90,15.75,14.00,0.00,0.00
1106841,26,20001455,2,2024,Kevon Looney,GS,C,4,4,63.10,66,30,9.00,13.00,69.2,9.00,13.00,69.2,0.00,0.00,0,1.00,1.00,100,9.00,19.00,28.00,7.00,1.00,1.00,4.00,10.00,19.00,65.10,66.50,-14.00,0.00,0.00
1106842,27,20001458,2,2024,D'Angelo Russell,LAL,PG,6,6,157.40,119,26,31.00,54.00,57.4,21.00,32.00,65.6,10.00,22.00,45.5,9.00,12.00,75.0,2.00,10.00,12.00,32.00,8.00,5.00,12.00,10.00,81.00,170.40,169.00,45.00,0.00,0.00
1106843,27,20001527,2,2024,Christian Wood,LAL,PF,1,6,93.20,112,42,18.00,43.00,41.9,16.00,34.00,47.1,2.00,9.00,22.2,8.00,14.00,57.1,6.00,25.00,31.00,4.00,4.00,2.00,8.00,4.00,46.00,99.20,99.75,-62.00,0.00,0.00
1106844,26,20001597,2,2024,Dario Saric,GS,PF,0,5,101.30,95,56,19.00,31.00,61.3,12.00,15.00,80.0,7.00,16.00,43.8,10.00,13.00,76.9,3.00,16.00,19.00,11.00,7.00,0.00,7.00,9.00,55.00,108.30,109.25,8.00,0.00,0.00
1106845,26,20001623,2,2024,Rodney McGruder,GS,SF,0,1,14.00,20,17,3.00,9.00,33.3,2.00,3.00,66.7,1.00,6.00,16.7,1.00,1.00,100,2.00,3.00,5.00,0.00,0.00,0.00,0.00,1.00,8.00,14.00,14.75,8.00,0.00,0.00
1106846,27,20001680,2,2024,Taurean Prince,LAL,SF,5,6,92.60,105,30,19.00,34.00,55.9,8.00,10.00,80.0,11.00,24.00,45.8,7.00,9.00,77.8,0.00,13.00,13.00,4.00,8.00,0.00,1.00,17.00,56.00,100.60,99.25,19.00,0.00,0.00
1106847,26,20001730,2,2024,Gary Payton II,GS,PG,0,5,63.70,78,25,10.00,18.00,55.6,8.00,10.00,80.0,2.00,8.00,25.0,2.00,4.00,50.0,1.00,10.00,11.00,5.00,8.00,3.00,3.00,7.00,24.00,74.70,66.75,0.00,0.00,0.00
1106848,26,20002000,2,2024,Jerome Robinson,GS,SG,0,3,36.30,39,40,6.00,19.00,31.6,5.00,11.00,45.5,1.00,8.00,12.5,5.00,7.00,71.4,4.00,5.00,9.00,5.00,1.00,0.00,2.00,3.00,18.00,37.30,38.25,9.00,0.00,0.00
1106849,27,20002015,2,2024,Jarred Vanderbilt,LAL,SF,1,1,15.90,20,55,2.00,4.00,50.0,0.00,1.00,0,2.00,3.00,66.7,0.00,2.00,0,3.00,4.00,7.00,1.00,1.00,0.00,2.00,0.00,6.00,16.90,18.25,2.00,0.00,0.00
1106850,27,20002254,2,2024,Gabe Vincent,LAL,PG,2,3,44.40,65,28,11.00,26.00,42.3,3.00,7.00,42.9,8.00,19.00,42.1,1.00,2.00,50.0,0.00,2.00,2.00,8.00,1.00,0.00,3.00,4.00,31.00,45.40,50.00,-1.00,0.00,0.00
1106851,27,20002274,2,2024,Jaxson Hayes,LAL,C,1,6,87.60,96,45,13.00,15.00,86.7,13.00,15.00,86.7,0.00,0.00,0,9.00,16.00,56.2,8.00,15.00,23.00,10.00,4.00,5.00,8.00,14.00,35.00,96.60,92.75,-5.00,0.00,0.00
1106852,27,20002275,2,2024,Rui Hachimura,LAL,PF,3,6,101.30,122,5,25.00,55.00,45.5,20.00,40.00,50.0,5.00,15.00,33.3,8.00,9.00,88.9,3.00,21.00,24.00,7.00,2.00,1.00,7.00,4.00,63.00,104.30,108.50,-12.00,0.00,0.00
1106853,27,20002276,2,2024,Cam Reddish,LAL,SF,0,3,28.80,60,56,5.00,19.00,26.3,3.00,9.00,33.3,2.00,10.00,20.0,1.00,2.00,50.0,1.00,8.00,9.00,2.00,4.00,1.00,8.00,11.00,13.00,33.80,34.25,-55.00,0.00,0.00
1106854,26,20002655,2,2024,Moses Moody,GS,SG,0,5,93.60,102,39,24.00,44.00,54.5,12.00,22.00,54.5,12.00,22.00,54.5,6.00,7.00,85.7,4.00,14.00,18.00,4.00,3.00,1.00,8.00,7.00,66.00,97.60,104.50,36.00,0.00,0.00
1106855,26,20002661,2,2024,Jonathan Kuminga,GS,PF,2,5,158.30,135,16,35.00,64.00,54.7,24.00,40.00,60.0,11.00,24.00,45.8,28.00,37.00,75.7,7.00,22.00,29.00,15.00,4.00,2.00,20.00,10.00,109.00,164.30,175.25,18.00,0.00,0.00
1106856,26,20002675,2,2024,Usman Garuba,GS,PF,0,2,9.60,9,20,1.00,2.00,50.0,1.00,2.00,50.0,0.00,0.00,0,0.00,0.00,0,1.00,2.00,3.00,0.00,1.00,1.00,0.00,1.00,2.00,11.60,9.75,6.00,0.00,0.00
1106857,27,20002720,2,2024,Austin Reaves,LAL,SG,3,3,77.80,67,21,15.00,24.00,62.5,7.00,12.00,58.3,8.00,12.00,66.7,10.00,11.00,90.9,0.00,9.00,9.00,8.00,4.00,2.00,5.00,3.00,48.00,83.80,84.75,1.00,0.00,0.00
1106858,27,20002900,2,2024,Max Christie,LAL,SG,0,6,82.90,137,4,19.00,48.00,39.6,11.00,26.00,42.3,8.00,22.00,36.4,5.00,6.00,83.3,0.00,17.00,17.00,7.00,4.00,1.00,9.00,13.00,51.00,87.90,92.25,-28.00,0.00,0.00
1106859,27,20002915,2,2024,Scotty Pippen Jr.,LAL,PG,0,2,27.50,31,26,2.00,11.00,18.2,1.00,7.00,14.3,1.00,4.00,25.0,4.00,9.00,44.4,1.00,4.00,5.00,7.00,3.00,0.00,4.00,2.00,9.00,30.50,30.25,-16.00,0.00,0.00
1106860,26,20002935,2,2024,Lester Quinones,GS,PG,0,4,43.80,52,39,8.00,22.00,36.4,6.00,12.00,50.0,2.00,10.00,20.0,4.00,5.00,80.0,3.00,6.00,9.00,8.00,1.00,1.00,5.00,5.00,22.00,45.80,47.75,13.00,0.00,0.00
1106861,26,20002963,2,2024,Donovan Williams,GS,SG,0,2,10.80,12,56,3.00,4.00,75.0,2.00,3.00,66.7,1.00,1.00,100,0.00,0.00,0,2.00,2.00,4.00,0.00,1.00,0.00,3.00,2.00,7.00,11.80,13.00,8.00,0.00,0.00
1106862,27,20003045,2,2024,Jalen Hood-Schifino,LAL,PG,0,4,56.00,75,42,5.00,28.00,17.9,4.00,17.00,23.5,1.00,11.00,9.1,3.00,6.00,50.0,4.00,11.00,15.00,16.00,2.00,2.00,8.00,9.00,14.00,60.00,61.25,-26.00,0.00,0.00
1106863,27,20003057,2,2024,Maxwell Lewis,LAL,SF,0,6,43.50,79,31,10.00,21.00,47.6,4.00,8.00,50.0,6.00,13.00,46.2,4.00,4.00,100,0.00,5.00,5.00,9.00,1.00,1.00,10.00,10.00,30.00,45.50,51.75,-24.00,0.00,0.00
1106864,26,20003065,2,2024,Trayce Jackson-Davis,GS,PF,1,5,79.40,81,21,14.00,23.00,60.9,14.00,23.00,60.9,0.00,0.00,0,3.00,5.00,60.0,6.00,16.00,22.00,4.00,3.00,6.00,2.00,12.00,31.00,88.40,83.00,11.00,1.00,0.00
1106865,26,20003068,2,2024,Brandin Podziemski,GS,SG,1,4,93.60,95,54,11.00,28.00,39.3,9.00,18.00,50.0,2.00,10.00,20.0,3.00,6.00,50.0,6.00,17.00,23.00,22.00,3.00,2.00,4.00,4.00,27.00,98.60,99.25,27.00,1.00,0.00
1106866,27,20003092,2,2024,Colin Castleton,LAL,C,0,6,89.90,66,5,15.00,29.00,51.7,15.00,28.00,53.6,0.00,1.00,0,3.00,6.00,50.0,13.00,19.00,32.00,3.00,2.00,9.00,8.00,3.00,33.00,100.90,95.50,-21.00,0.00,0.00
1106867,27,20003094,2,2024,D'Moi Hodge,LAL,PG,0,6,53.30,62,44,10.00,35.00,28.6,5.00,8.00,62.5,5.00,27.00,18.5,2.00,2.00,100,0.00,9.00,9.00,1.00,6.00,2.00,2.00,7.00,27.00,61.30,57.25,-22.00,0.00,0.00
1106868,27,20003100,2,2024,Alex Fudge,LAL,SF,0,6,33.70,58,27,5.00,12.00,41.7,4.00,7.00,57.1,1.00,5.00,20.0,1.00,2.00,50.0,4.00,7.00,11.00,1.00,2.00,2.00,1.00,6.00,12.00,37.70,35.25,-29.00,0.00,0.00
1106869,26,20003101,2,2024,Javan Johnson,GS,SF,0,1,7.70,9,19,2.00,4.00,50.0,1.00,1.00,100,1.00,3.00,33.3,0.00,0.00,0,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,5.00,7.70,8.25,3.00,0.00,0.00
1106870,26,20003145,2,2024,Kendric Davis,GS,PG,0,1,10.40,8,22,1.00,2.00,50.0,0.00,0.00,0,1.00,2.00,50.0,2.00,2.00,100,0.00,2.00,2.00,2.00,0.00,0.00,0.00,1.00,5.00,10.40,11.00,5.00,0.00,0.00
1106871,27,20003165,2,2024,Damion Baugh,LAL,SG,0,1,1.20,5,31,0.00,2.00,0,0.00,2.00,0,0.00,0.00,0,0.00,0.00,0,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.25,-4.00,0.00,0.00
1107304,29,20000441,2,2024,Bradley Beal,PHO,SG,2,2,36.30,31,35,5.00,12.00,41.7,4.00,10.00,40.0,1.00,2.00,50.0,11.00,13.00,84.6,0.00,4.00,4.00,5.00,2.00,0.00,2.00,0.00,22.00,38.30,38.00,24.00,0.00,0.00
1107305,10,20000443,2,2024,Otto Porter Jr.,TOR,SF,0,1,13.80,10,27,1.00,2.00,50.0,1.00,1.00,100,0.00,1.00,0,2.00,2.00,100,0.00,4.00,4.00,2.00,0.00,1.00,0.00,0.00,4.00,14.80,14.00,11.00,0.00,0.00
1107306,10,20000452,2,2024,Garrett Temple,TOR,SG,0,2,5.40,19,15,0.00,3.00,0,0.00,1.00,0,0.00,2.00,0,2.00,2.00,100,1.00,1.00,2.00,2.00,0.00,0.00,2.00,4.00,2.00,5.40,6.50,-10.00,0.00,0.00
1107307,11,20000456,2,2024,DeMar DeRozan,CHI,SF,4,4,83.00,100,27,16.00,40.00,40.0,12.00,30.00,40.0,4.00,10.00,40.0,16.00,17.00,94.1,1.00,4.00,5.00,10.00,7.00,1.00,6.00,5.00,52.00,91.00,88.25,-4.00,0.00,0.00
1107308,29,20000471,2,2024,Eric Gordon,PHO,SF,2,4,67.40,62,14,16.00,30.00,53.3,11.00,15.00,73.3,5.00,15.00,33.3,10.00,11.00,90.9,2.00,5.00,7.00,8.00,1.00,1.00,4.00,4.00,47.00,69.40,72.25,13.00,0.00,0.00
1107309,9,20000474,2,2024,Jrue Holiday,BOS,PG,3,4,89.80,90,57,16.00,33.00,48.5,11.00,20.00,55.0,5.00,13.00,38.5,1.00,1.00,100,5.00,14.00,19.00,14.00,7.00,0.00,6.00,4.00,38.00,96.80,96.25,36.00,0.00,0.00
1107310,30,20000483,2,2024,Harrison Barnes,SAC,SF,5,5,77.00,110,35,15.00,34.00,44.1,10.00,16.00,62.5,5.00,18.00,27.8,7.00,9.00,77.8,4.00,6.00,10.00,8.00,5.00,1.00,1.00,2.00,42.00,83.00,80.50,-21.00,0.00,0.00
1107311,15,20000497,2,2024,Giannis Antetokounmpo,MIL,PF,3,3,107.50,67,27,27.00,40.00,67.5,26.00,35.00,74.3,1.00,5.00,20.0,5.00,11.00,45.5,4.00,21.00,25.00,7.00,5.00,4.00,11.00,4.00,60.00,116.50,116.25,-24.00,1.00,0.00
1107312,15,20000500,2,2024,Khris Middleton,MIL,SF,1,1,13.70,11,47,2.00,6.00,33.3,1.00,3.00,33.3,1.00,3.00,33.3,0.00,0.00,0,0.00,1.00,1.00,5.00,0.00,0.00,0.00,2.00,5.00,13.70,14.25,9.00,0.00,0.00
1107313,21,20000516,2,2024,Derrick Rose,MEM,PG,3,3,43.00,55,17,8.00,18.00,44.4,7.00,13.00,53.8,1.00,5.00,20.0,3.00,5.00,60.0,0.00,5.00,5.00,14.00,0.00,0.00,4.00,5.00,20.00,43.00,45.75,16.00,0.00,0.00
1107314,7,20000544,2,2024,James Harden,PHI,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107315,7,20000554,2,2024,Patrick Beverley,PHI,PG,2,4,39.60,59,3,10.00,16.00,62.5,4.00,7.00,57.1,6.00,9.00,66.7,1.00,1.00,100,1.00,7.00,8.00,6.00,0.00,0.00,6.00,8.00,27.00,39.60,46.00,-5.00,0.00,0.00
1107316,21,20000560,2,2024,Marcus Smart,MEM,PG,1,1,21.20,24,21,4.00,8.00,50.0,3.00,4.00,75.0,1.00,4.00,25.0,2.00,2.00,100,0.00,1.00,1.00,6.00,1.00,0.00,2.00,1.00,11.00,22.20,22.75,14.00,0.00,0.00
1107317,15,20000562,2,2024,Jae Crowder,MIL,PF,3,4,75.20,90,19,15.00,31.00,48.4,9.00,11.00,81.8,6.00,20.00,30.0,1.00,2.00,50.0,5.00,16.00,21.00,8.00,2.00,0.00,3.00,4.00,37.00,77.20,80.75,16.00,0.00,0.00
1107318,17,20000564,2,2024,Kelly Olynyk,UTA,PF,0,3,48.60,55,46,4.00,7.00,57.1,3.00,4.00,75.0,1.00,3.00,33.3,5.00,6.00,83.3,1.00,12.00,13.00,10.00,2.00,2.00,4.00,8.00,14.00,52.60,51.75,16.00,0.00,0.00
1107319,14,20000584,2,2024,Joe Harris,DET,SG,0,3,33.10,42,54,7.00,12.00,58.3,1.00,3.00,33.3,6.00,9.00,66.7,0.00,0.00,0,0.00,3.00,3.00,3.00,2.00,1.00,1.00,4.00,20.00,36.10,36.75,7.00,0.00,0.00
1107320,10,20000587,2,2024,Thaddeus Young,TOR,PF,0,2,14.80,26,31,2.00,4.00,50.0,2.00,4.00,50.0,0.00,0.00,0,4.00,4.00,100,0.00,4.00,4.00,2.00,1.00,0.00,3.00,3.00,8.00,15.80,16.50,-4.00,0.00,0.00
1107321,15,20000588,2,2024,Brook Lopez,MIL,C,4,4,70.30,68,46,15.00,33.00,45.5,9.00,17.00,52.9,6.00,16.00,37.5,7.00,7.00,100,4.00,10.00,14.00,3.00,1.00,4.00,4.00,10.00,43.00,75.30,76.00,1.00,0.00,0.00
1107322,14,20000591,2,2024,Bojan Bogdanovic,DET,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107323,28,20000594,2,2024,Mason Plumlee,LAC,C,0,3,42.10,37,35,6.00,8.00,75.0,6.00,8.00,75.0,0.00,0.00,0,3.00,5.00,60.0,4.00,9.00,13.00,5.00,3.00,2.00,6.00,7.00,15.00,47.10,45.75,2.00,0.00,0.00
1107324,9,20000603,2,2024,Al Horford,BOS,C,2,3,51.20,61,11,7.00,14.00,50.0,3.00,6.00,50.0,4.00,8.00,50.0,4.00,4.00,100,2.00,9.00,11.00,6.00,1.00,3.00,1.00,4.00,22.00,55.20,54.25,25.00,0.00,0.00
1107325,10,20000606,2,2024,Dennis Schroder,TOR,PG,3,3,65.40,67,47,7.00,21.00,33.3,4.00,11.00,36.4,3.00,10.00,30.0,8.00,10.00,80.0,1.00,11.00,12.00,20.00,1.00,0.00,6.00,11.00,25.00,66.40,70.50,41.00,0.00,0.00
1107326,28,20000617,2,2024,Nicolas Batum,LAC,PF,1,3,25.90,40,10,5.00,12.00,41.7,2.00,4.00,50.0,3.00,8.00,37.5,0.00,0.00,0,1.00,6.00,7.00,1.00,2.00,0.00,1.00,5.00,13.00,27.90,28.25,-1.00,0.00,0.00
1107327,15,20000618,2,2024,Robin Lopez,MIL,C,1,5,38.20,85,31,4.00,18.00,22.2,4.00,14.00,28.6,0.00,4.00,0,4.00,7.00,57.1,8.00,3.00,11.00,6.00,1.00,6.00,10.00,12.00,12.00,45.20,43.75,-8.00,0.00,0.00
1107328,15,20000619,2,2024,Damian Lillard,MIL,PG,3,3,72.10,74,27,11.00,35.00,31.4,7.00,14.00,50.0,4.00,21.00,19.0,12.00,15.00,80.0,1.00,7.00,8.00,9.00,6.00,2.00,5.00,7.00,38.00,80.10,77.00,-4.00,0.00,0.00
1107329,28,20000646,2,2024,Kawhi Leonard,LAC,SF,3,3,51.20,51,34,11.00,25.00,44.0,4.00,8.00,50.0,7.00,17.00,41.2,5.00,6.00,83.3,2.00,4.00,6.00,4.00,3.00,0.00,2.00,5.00,34.00,54.20,56.00,38.00,0.00,0.00
1107330,7,20000650,2,2024,Danny Green,PHI,SG,0,4,39.60,55,38,7.00,17.00,41.2,1.00,4.00,25.0,6.00,13.00,46.2,0.00,0.00,0,2.00,1.00,3.00,4.00,5.00,1.00,2.00,3.00,20.00,45.60,43.75,-14.00,0.00,0.00
1107331,7,20000676,2,2024,Tobias Harris,PHI,SF,4,4,103.40,103,58,19.00,48.00,39.6,15.00,33.00,45.5,4.00,15.00,26.7,9.00,11.00,81.8,3.00,24.00,27.00,10.00,4.00,2.00,7.00,5.00,51.00,109.40,110.25,19.00,0.00,0.00
1107332,11,20000678,2,2024,Nikola Vucevic,CHI,C,4,4,101.60,99,41,22.00,39.00,56.4,19.00,31.00,61.3,3.00,8.00,37.5,8.00,10.00,80.0,7.00,21.00,28.00,8.00,3.00,2.00,9.00,7.00,55.00,106.60,112.00,-1.00,2.00,0.00
1107333,17,20000708,2,2024,Jordan Clarkson,UTA,SG,1,3,50.10,59,32,11.00,23.00,47.8,8.00,13.00,61.5,3.00,10.00,30.0,2.00,2.00,100,0.00,8.00,8.00,9.00,3.00,1.00,8.00,2.00,27.00,54.10,56.00,10.00,0.00,0.00
1107334,7,20000726,2,2024,Joel Embiid,PHI,C,1,1,31.50,33,10,3.00,12.00,25.0,2.00,9.00,22.2,1.00,3.00,33.3,14.00,15.00,93.3,2.00,3.00,5.00,1.00,1.00,2.00,3.00,2.00,21.00,34.50,33.75,8.00,0.00,0.00
1107335,28,20000742,2,2024,Paul George,LAC,SF,3,3,65.30,52,43,13.00,29.00,44.8,9.00,19.00,47.4,4.00,10.00,40.0,4.00,4.00,100,0.00,14.00,14.00,7.00,3.00,0.00,2.00,2.00,34.00,68.30,69.00,43.00,0.00,0.00
1107336,11,20000804,2,2024,Zach LaVine,CHI,SG,3,3,82.50,71,3,22.00,41.00,53.7,17.00,25.00,68.0,5.00,16.00,31.2,2.00,2.00,100,2.00,8.00,10.00,9.00,6.00,0.00,6.00,5.00,51.00,88.50,88.50,8.00,0.00,0.00
1107337,11,20000810,2,2024,Andre Drummond,CHI,C,1,4,94.50,70,30,13.00,36.00,36.1,13.00,36.00,36.1,0.00,0.00,0,5.00,6.00,83.3,20.00,25.00,45.00,5.00,2.00,2.00,6.00,9.00,31.00,98.50,99.75,-21.00,0.00,0.00
